file:///home/runner/work/playground-tester/playground-tester/node_modules/@wp-playground/cli/index.js:237
        throw new Error(y, { cause: u });
              ^

Error: [17-Apr-2025 17:25:32 UTC] PHP Warning:  Undefined array key "HTTP_CF_CONNECTING_IP" in /wordpress/wp-content/plugins/lcs-security/lcs-security.php on line 873
[17-Apr-2025 17:25:32 UTC] PHP Warning:  Undefined array key "HTTP_X_FORWARDED" in /wordpress/wp-content/plugins/lcs-security/lcs-security.php on line 879
[17-Apr-2025 17:25:32 UTC] PHP Warning:  Undefined array key "HTTP_FORWARDED_FOR" in /wordpress/wp-content/plugins/lcs-security/lcs-security.php on line 881
[17-Apr-2025 17:25:32 UTC] PHP Warning:  Undefined array key "HTTP_FORWARDED" in /wordpress/wp-content/plugins/lcs-security/lcs-security.php on line 883
[17-Apr-2025 17:25:32 UTC] PHP Warning:  Undefined array key "REMOTE_ADDR" in /wordpress/wp-content/plugins/lcs-security/lcs-security.php on line 885
[17-Apr-2025 17:25:43 UTC] PHP Warning:  Undefined array key "HTTP_CF_CONNECTING_IP" in /wordpress/wp-content/plugins/lcs-security/lcs-security.php on line 873
[17-Apr-2025 17:25:43 UTC] PHP Warning:  Undefined array key "HTTP_CLIENT_IP" in /wordpress/wp-content/plugins/lcs-security/lcs-security.php on line 875
[17-Apr-2025 17:25:43 UTC] PHP Warning:  Undefined array key "HTTP_X_FORWARDED_FOR" in /wordpress/wp-content/plugins/lcs-security/lcs-security.php on line 877
[17-Apr-2025 17:25:43 UTC] PHP Warning:  Undefined array key "HTTP_X_FORWARDED" in /wordpress/wp-content/plugins/lcs-security/lcs-security.php on line 879
[17-Apr-2025 17:25:43 UTC] PHP Warning:  Undefined array key "HTTP_FORWARDED_FOR" in /wordpress/wp-content/plugins/lcs-security/lcs-security.php on line 881
[17-Apr-2025 17:25:43 UTC] PHP Warning:  Undefined array key "HTTP_FORWARDED" in /wordpress/wp-content/plugins/lcs-security/lcs-security.php on line 883
[17-Apr-2025 17:25:43 UTC] PHP Warning:  Undefined array key "REMOTE_ADDR" in /wordpress/wp-content/plugins/lcs-security/lcs-security.php on line 885
[17-Apr-2025 17:25:43 UTC] PHP Warning:  Undefined array key "HTTP_CF_CONNECTING_IP" in /wordpress/wp-content/plugins/lcs-security/lcs-security.php on line 873
[17-Apr-2025 17:25:43 UTC] PHP Warning:  Undefined array key "HTTP_CLIENT_IP" in /wordpress/wp-content/plugins/lcs-security/lcs-security.php on line 875
[17-Apr-2025 17:25:43 UTC] PHP Warning:  Undefined array key "HTTP_X_FORWARDED_FOR" in /wordpress/wp-content/plugins/lcs-security/lcs-security.php on line 877
[17-Apr-2025 17:25:43 UTC] PHP Warning:  Undefined array key "HTTP_X_FORWARDED" in /wordpress/wp-content/plugins/lcs-security/lcs-security.php on line 879
[17-Apr-2025 17:25:43 UTC] PHP Warning:  Undefined array key "HTTP_FORWARDED_FOR" in /wordpress/wp-content/plugins/lcs-security/lcs-security.php on line 881
[17-Apr-2025 17:25:43 UTC] PHP Warning:  Undefined array key "HTTP_FORWARDED" in /wordpress/wp-content/plugins/lcs-security/lcs-security.php on line 883
[17-Apr-2025 17:25:43 UTC] PHP Warning:  Undefined array key "REMOTE_ADDR" in /wordpress/wp-content/plugins/lcs-security/lcs-security.php on line 885
[17-Apr-2025 17:25:43 UTC] PHP Warning:  Undefined array key "HTTP_CF_CONNECTING_IP" in /wordpress/wp-content/plugins/lcs-security/lcs-security.php on line 873
[17-Apr-2025 17:25:43 UTC] PHP Warning:  Undefined array key "HTTP_CLIENT_IP" in /wordpress/wp-content/plugins/lcs-security/lcs-security.php on line 875
[17-Apr-2025 17:25:43 UTC] PHP Warning:  Undefined array key "HTTP_X_FORWARDED_FOR" in /wordpress/wp-content/plugins/lcs-security/lcs-security.php on line 877
[17-Apr-2025 17:25:43 UTC] PHP Warning:  Undefined array key "HTTP_X_FORWARDED" in /wordpress/wp-content/plugins/lcs-security/lcs-security.php on line 879
[17-Apr-2025 17:25:43 UTC] PHP Warning:  Undefined array key "HTTP_FORWARDED_FOR" in /wordpress/wp-content/plugins/lcs-security/lcs-security.php on line 881
[17-Apr-2025 17:25:43 UTC] PHP Warning:  Undefined array key "HTTP_FORWARDED" in /wordpress/wp-content/plugins/lcs-security/lcs-security.php on line 883
[17-Apr-2025 17:25:43 UTC] PHP Warning:  Undefined array key "REMOTE_ADDR" in /wordpress/wp-content/plugins/lcs-security/lcs-security.php on line 885
[17-Apr-2025 17:25:53 UTC] PHP Warning:  Undefined array key "HTTP_CF_CONNECTING_IP" in /wordpress/wp-content/plugins/lcs-security/lcs-security.php on line 873
[17-Apr-2025 17:25:53 UTC] PHP Warning:  Undefined array key "HTTP_CLIENT_IP" in /wordpress/wp-content/plugins/lcs-security/lcs-security.php on line 875
[17-Apr-2025 17:25:53 UTC] PHP Warning:  Undefined array key "HTTP_X_FORWARDED_FOR" in /wordpress/wp-content/plugins/lcs-security/lcs-security.php on line 877
[17-Apr-2025 17:25:53 UTC] PHP Warning:  Undefined array key "HTTP_X_FORWARDED" in /wordpress/wp-content/plugins/lcs-security/lcs-security.php on line 879
[17-Apr-2025 17:25:53 UTC] PHP Warning:  Undefined array key "HTTP_FORWARDED_FOR" in /wordpress/wp-content/plugins/lcs-security/lcs-security.php on line 881
[17-Apr-2025 17:25:53 UTC] PHP Warning:  Undefined array key "HTTP_FORWARDED" in /wordpress/wp-content/plugins/lcs-security/lcs-security.php on line 883
[17-Apr-2025 17:25:53 UTC] PHP Warning:  Undefined array key "REMOTE_ADDR" in /wordpress/wp-content/plugins/lcs-security/lcs-security.php on line 885
[17-Apr-2025 17:25:53 UTC] PHP Warning:  Undefined array key "HTTP_CF_CONNECTING_IP" in /wordpress/wp-content/plugins/lcs-security/lcs-security.php on line 873
[17-Apr-2025 17:25:53 UTC] PHP Warning:  Undefined array key "HTTP_CLIENT_IP" in /wordpress/wp-content/plugins/lcs-security/lcs-security.php on line 875
[17-Apr-2025 17:25:53 UTC] PHP Warning:  Undefined array key "HTTP_X_FORWARDED_FOR" in /wordpress/wp-content/plugins/lcs-security/lcs-security.php on line 877
[17-Apr-2025 17:25:53 UTC] PHP Warning:  Undefined array key "HTTP_X_FORWARDED" in /wordpress/wp-content/plugins/lcs-security/lcs-security.php on line 879
[17-Apr-2025 17:25:53 UTC] PHP Warning:  Undefined array key "HTTP_FORWARDED_FOR" in /wordpress/wp-content/plugins/lcs-security/lcs-security.php on line 881
[17-Apr-2025 17:25:53 UTC] PHP Warning:  Undefined array key "HTTP_FORWARDED" in /wordpress/wp-content/plugins/lcs-security/lcs-security.php on line 883
[17-Apr-2025 17:25:53 UTC] PHP Warning:  Undefined array key "REMOTE_ADDR" in /wordpress/wp-content/plugins/lcs-security/lcs-security.php on line 885
[17-Apr-2025 17:25:53 UTC] PHP Warning:  Undefined array key "HTTP_CF_CONNECTING_IP" in /wordpress/wp-content/plugins/lcs-security/lcs-security.php on line 873
[17-Apr-2025 17:25:53 UTC] PHP Warning:  Undefined array key "HTTP_CLIENT_IP" in /wordpress/wp-content/plugins/lcs-security/lcs-security.php on line 875
[17-Apr-2025 17:25:53 UTC] PHP Warning:  Undefined array key "HTTP_X_FORWARDED_FOR" in /wordpress/wp-content/plugins/lcs-security/lcs-security.php on line 877
[17-Apr-2025 17:25:53 UTC] PHP Warning:  Undefined array key "HTTP_X_FORWARDED" in /wordpress/wp-content/plugins/lcs-security/lcs-security.php on line 879
[17-Apr-2025 17:25:53 UTC] PHP Warning:  Undefined array key "HTTP_FORWARDED_FOR" in /wordpress/wp-content/plugins/lcs-security/lcs-security.php on line 881
[17-Apr-2025 17:25:53 UTC] PHP Warning:  Undefined array key "HTTP_FORWARDED" in /wordpress/wp-content/plugins/lcs-security/lcs-security.php on line 883
[17-Apr-2025 17:25:53 UTC] PHP Warning:  Undefined array key "REMOTE_ADDR" in /wordpress/wp-content/plugins/lcs-security/lcs-security.php on line 885
[17-Apr-2025 17:29:40 UTC] PHP Fatal error:  Uncaught Error: Call to undefined function create_function() in /wordpress/wp-content/plugins/latest-box/latestbox.php:42
Stack trace:
#0 /wordpress/wp-admin/includes/plugin.php(2387): include_once()
#1 /wordpress/wp-admin/includes/plugin.php(673): plugin_sandbox_scrape('latest-box/late...')
#2 /internal/eval.php(20): activate_plugin('latest-box/late...')
#3 {main}
  thrown in /wordpress/wp-content/plugins/latest-box/latestbox.php on line 42
[17-Apr-2025 17:29:48 UTC] PHP Fatal error:  Uncaught Error: Call to undefined function create_function() in /wordpress/wp-content/plugins/latest-box/latestbox.php:42
Stack trace:
#0 /wordpress/wp-admin/includes/plugin.php(2387): include_once()
#1 /wordpress/wp-admin/includes/plugin.php(673): plugin_sandbox_scrape('latest-box/late...')
#2 /internal/eval.php(20): activate_plugin('latest-box/late...')
#3 {main}
  thrown in /wordpress/wp-content/plugins/latest-box/latestbox.php on line 42
[17-Apr-2025 17:29:56 UTC] PHP Fatal error:  Uncaught Error: Call to undefined function create_function() in /wordpress/wp-content/plugins/latest-box/latestbox.php:42
Stack trace:
#0 /wordpress/wp-admin/includes/plugin.php(2387): include_once()
#1 /wordpress/wp-admin/includes/plugin.php(673): plugin_sandbox_scrape('latest-box/late...')
#2 /internal/eval.php(20): activate_plugin('latest-box/late...')
#3 {main}
  thrown in /wordpress/wp-content/plugins/latest-box/latestbox.php on line 42
[17-Apr-2025 17:33:21 UTC] PHP Parse error:  syntax error, unexpected token "new" in /wordpress/wp-content/plugins/listingpress/core/lp_registration.php on line 123
[17-Apr-2025 17:33:31 UTC] PHP Parse error:  syntax error, unexpected token "new" in /wordpress/wp-content/plugins/listingpress/core/lp_registration.php on line 123
[17-Apr-2025 17:33:41 UTC] PHP Parse error:  syntax error, unexpected token "new" in /wordpress/wp-content/plugins/listingpress/core/lp_registration.php on line 123
[17-Apr-2025 17:33:50 UTC] PHP Warning:  Undefined array key "width" in /wordpress/wp-content/plugins/live-financial-news/livefinancialnews.php on line 16
[17-Apr-2025 17:33:50 UTC] PHP Warning:  Undefined array key "height" in /wordpress/wp-content/plugins/live-financial-news/livefinancialnews.php on line 16
[17-Apr-2025 17:33:50 UTC] PHP Warning:  Undefined array key "background" in /wordpress/wp-content/plugins/live-financial-news/livefinancialnews.php on line 16
[17-Apr-2025 17:33:50 UTC] PHP Warning:  Undefined array key "boxback" in /wordpress/wp-content/plugins/live-financial-news/livefinancialnews.php on line 16
[17-Apr-2025 17:33:50 UTC] PHP Warning:  Undefined array key "color" in /wordpress/wp-content/plugins/live-financial-news/livefinancialnews.php on line 16
[17-Apr-2025 17:33:50 UTC] PHP Warning:  Undefined array key "zc" in /wordpress/wp-content/plugins/live-financial-news/livefinancialnews.php on line 16
[17-Apr-2025 17:33:50 UTC] PHP Warning:  Undefined array key "zbc" in /wordpress/wp-content/plugins/live-financial-news/livefinancialnews.php on line 16
[17-Apr-2025 17:33:50 UTC] PHP Warning:  Undefined array key "n" in /wordpress/wp-content/plugins/live-financial-news/livefinancialnews.php on line 16
[17-Apr-2025 17:33:50 UTC] PHP Warning:  Undefined array key "ctn" in /wordpress/wp-content/plugins/live-financial-news/livefinancialnews.php on line 16
[17-Apr-2025 17:33:50 UTC] PHP Warning:  Undefined array key "tit" in /wordpress/wp-content/plugins/live-financial-news/livefinancialnews.php on line 16
[17-Apr-2025 17:33:51 UTC] PHP Warning:  Undefined array key "width" in /wordpress/wp-content/plugins/live-financial-news/livefinancialnews.php on line 16
[17-Apr-2025 17:33:51 UTC] PHP Warning:  Undefined array key "height" in /wordpress/wp-content/plugins/live-financial-news/livefinancialnews.php on line 16
[17-Apr-2025 17:33:51 UTC] PHP Warning:  Undefined array key "background" in /wordpress/wp-content/plugins/live-financial-news/livefinancialnews.php on line 16
[17-Apr-2025 17:33:51 UTC] PHP Warning:  Undefined array key "boxback" in /wordpress/wp-content/plugins/live-financial-news/livefinancialnews.php on line 16
[17-Apr-2025 17:33:51 UTC] PHP Warning:  Undefined array key "color" in /wordpress/wp-content/plugins/live-financial-news/livefinancialnews.php on line 16
[17-Apr-2025 17:33:51 UTC] PHP Warning:  Undefined array key "zc" in /wordpress/wp-content/plugins/live-financial-news/livefinancialnews.php on line 16
[17-Apr-2025 17:33:51 UTC] PHP Warning:  Undefined array key "zbc" in /wordpress/wp-content/plugins/live-financial-news/livefinancialnews.php on line 16
[17-Apr-2025 17:33:51 UTC] PHP Warning:  Undefined array key "n" in /wordpress/wp-content/plugins/live-financial-news/livefinancialnews.php on line 16
[17-Apr-2025 17:33:51 UTC] PHP Warning:  Undefined array key "ctn" in /wordpress/wp-content/plugins/live-financial-news/livefinancialnews.php on line 16
[17-Apr-2025 17:33:51 UTC] PHP Warning:  Undefined array key "tit" in /wordpress/wp-content/plugins/live-financial-news/livefinancialnews.php on line 16
[17-Apr-2025 17:33:51 UTC] PHP Deprecated:  Function register_sidebar_widget is <strong>deprecated</strong> since version 2.8.0! Use wp_register_sidebar_widget() instead. in /wordpress/wp-includes/functions.php on line 6121
[17-Apr-2025 17:33:51 UTC] PHP Deprecated:  Function register_widget_control is <strong>deprecated</strong> since version 2.8.0! Use wp_register_widget_control() instead. in /wordpress/wp-includes/functions.php on line 6121
[17-Apr-2025 17:33:58 UTC] PHP Warning:  Undefined array key "width" in /wordpress/wp-content/plugins/live-financial-news/livefinancialnews.php on line 16
[17-Apr-2025 17:33:58 UTC] PHP Warning:  Undefined array key "height" in /wordpress/wp-content/plugins/live-financial-news/livefinancialnews.php on line 16
[17-Apr-2025 17:33:58 UTC] PHP Warning:  Undefined array key "background" in /wordpress/wp-content/plugins/live-financial-news/livefinancialnews.php on line 16
[17-Apr-2025 17:33:58 UTC] PHP Warning:  Undefined array key "boxback" in /wordpress/wp-content/plugins/live-financial-news/livefinancialnews.php on line 16
[17-Apr-2025 17:33:58 UTC] PHP Warning:  Undefined array key "color" in /wordpress/wp-content/plugins/live-financial-news/livefinancialnews.php on line 16
[17-Apr-2025 17:33:58 UTC] PHP Warning:  Undefined array key "zc" in /wordpress/wp-content/plugins/live-financial-news/livefinancialnews.php on line 16
[17-Apr-2025 17:33:58 UTC] PHP Warning:  Undefined array key "zbc" in /wordpress/wp-content/plugins/live-financial-news/livefinancialnews.php on line 16
[17-Apr-2025 17:33:58 UTC] PHP Warning:  Undefined array key "n" in /wordpress/wp-content/plugins/live-financial-news/livefinancialnews.php on line 16
[17-Apr-2025 17:33:58 UTC] PHP Warning:  Undefined array key "ctn" in /wordpress/wp-content/plugins/live-financial-news/livefinancialnews.php on line 16
[17-Apr-2025 17:33:58 UTC] PHP Warning:  Undefined array key "tit" in /wordpress/wp-content/plugins/live-financial-news/livefinancialnews.php on line 16
[17-Apr-2025 17:33:59 UTC] PHP Warning:  Undefined array key "width" in /wordpress/wp-content/plugins/live-financial-news/livefinancialnews.php on line 16
[17-Apr-2025 17:33:59 UTC] PHP Warning:  Undefined array key "height" in /wordpress/wp-content/plugins/live-financial-news/livefinancialnews.php on line 16
[17-Apr-2025 17:33:59 UTC] PHP Warning:  Undefined array key "background" in /wordpress/wp-content/plugins/live-financial-news/livefinancialnews.php on line 16
[17-Apr-2025 17:33:59 UTC] PHP Warning:  Undefined array key "boxback" in /wordpress/wp-content/plugins/live-financial-news/livefinancialnews.php on line 16
[17-Apr-2025 17:33:59 UTC] PHP Warning:  Undefined array key "color" in /wordpress/wp-content/plugins/live-financial-news/livefinancialnews.php on line 16
[17-Apr-2025 17:33:59 UTC] PHP Warning:  Undefined array key "zc" in /wordpress/wp-content/plugins/live-financial-news/livefinancialnews.php on line 16
[17-Apr-2025 17:33:59 UTC] PHP Warning:  Undefined array key "zbc" in /wordpress/wp-content/plugins/live-financial-news/livefinancialnews.php on line 16
[17-Apr-2025 17:33:59 UTC] PHP Warning:  Undefined array key "n" in /wordpress/wp-content/plugins/live-financial-news/livefinancialnews.php on line 16
[17-Apr-2025 17:33:59 UTC] PHP Warning:  Undefined array key "ctn" in /wordpress/wp-content/plugins/live-financial-news/livefinancialnews.php on line 16
[17-Apr-2025 17:33:59 UTC] PHP Warning:  Undefined array key "tit" in /wordpress/wp-content/plugins/live-financial-news/livefinancialnews.php on line 16
[17-Apr-2025 17:34:00 UTC] PHP Deprecated:  Function register_sidebar_widget is <strong>deprecated</strong> since version 2.8.0! Use wp_register_sidebar_widget() instead. in /wordpress/wp-includes/functions.php on line 6121
[17-Apr-2025 17:34:00 UTC] PHP Deprecated:  Function register_widget_control is <strong>deprecated</strong> since version 2.8.0! Use wp_register_widget_control() instead. in /wordpress/wp-includes/functions.php on line 6121
[17-Apr-2025 17:34:07 UTC] PHP Warning:  Undefined array key "width" in /wordpress/wp-content/plugins/live-financial-news/livefinancialnews.php on line 16
[17-Apr-2025 17:34:07 UTC] PHP Warning:  Undefined array key "height" in /wordpress/wp-content/plugins/live-financial-news/livefinancialnews.php on line 16
[17-Apr-2025 17:34:07 UTC] PHP Warning:  Undefined array key "background" in /wordpress/wp-content/plugins/live-financial-news/livefinancialnews.php on line 16
[17-Apr-2025 17:34:07 UTC] PHP Warning:  Undefined array key "boxback" in /wordpress/wp-content/plugins/live-financial-news/livefinancialnews.php on line 16
[17-Apr-2025 17:34:07 UTC] PHP Warning:  Undefined array key "color" in /wordpress/wp-content/plugins/live-financial-news/livefinancialnews.php on line 16
[17-Apr-2025 17:34:07 UTC] PHP Warning:  Undefined array key "zc" in /wordpress/wp-content/plugins/live-financial-news/livefinancialnews.php on line 16
[17-Apr-2025 17:34:07 UTC] PHP Warning:  Undefined array key "zbc" in /wordpress/wp-content/plugins/live-financial-news/livefinancialnews.php on line 16
[17-Apr-2025 17:34:07 UTC] PHP Warning:  Undefined array key "n" in /wordpress/wp-content/plugins/live-financial-news/livefinancialnews.php on line 16
[17-Apr-2025 17:34:07 UTC] PHP Warning:  Undefined array key "ctn" in /wordpress/wp-content/plugins/live-financial-news/livefinancialnews.php on line 16
[17-Apr-2025 17:34:07 UTC] PHP Warning:  Undefined array key "tit" in /wordpress/wp-content/plugins/live-financial-news/livefinancialnews.php on line 16
[17-Apr-2025 17:34:08 UTC] PHP Warning:  Undefined array key "width" in /wordpress/wp-content/plugins/live-financial-news/livefinancialnews.php on line 16
[17-Apr-2025 17:34:08 UTC] PHP Warning:  Undefined array key "height" in /wordpress/wp-content/plugins/live-financial-news/livefinancialnews.php on line 16
[17-Apr-2025 17:34:08 UTC] PHP Warning:  Undefined array key "background" in /wordpress/wp-content/plugins/live-financial-news/livefinancialnews.php on line 16
[17-Apr-2025 17:34:08 UTC] PHP Warning:  Undefined array key "boxback" in /wordpress/wp-content/plugins/live-financial-news/livefinancialnews.php on line 16
[17-Apr-2025 17:34:08 UTC] PHP Warning:  Undefined array key "color" in /wordpress/wp-content/plugins/live-financial-news/livefinancialnews.php on line 16
[17-Apr-2025 17:34:08 UTC] PHP Warning:  Undefined array key "zc" in /wordpress/wp-content/plugins/live-financial-news/livefinancialnews.php on line 16
[17-Apr-2025 17:34:08 UTC] PHP Warning:  Undefined array key "zbc" in /wordpress/wp-content/plugins/live-financial-news/livefinancialnews.php on line 16
[17-Apr-2025 17:34:08 UTC] PHP Warning:  Undefined array key "n" in /wordpress/wp-content/plugins/live-financial-news/livefinancialnews.php on line 16
[17-Apr-2025 17:34:08 UTC] PHP Warning:  Undefined array key "ctn" in /wordpress/wp-content/plugins/live-financial-news/livefinancialnews.php on line 16
[17-Apr-2025 17:34:08 UTC] PHP Warning:  Undefined array key "tit" in /wordpress/wp-content/plugins/live-financial-news/livefinancialnews.php on line 16
[17-Apr-2025 17:34:08 UTC] PHP Deprecated:  Function register_sidebar_widget is <strong>deprecated</strong> since version 2.8.0! Use wp_register_sidebar_widget() instead. in /wordpress/wp-includes/functions.php on line 6121
[17-Apr-2025 17:34:08 UTC] PHP Deprecated:  Function register_widget_control is <strong>deprecated</strong> since version 2.8.0! Use wp_register_widget_control() instead. in /wordpress/wp-includes/functions.php on line 6121

    at Object.onBind (file:///home/runner/work/playground-tester/playground-tester/node_modules/@wp-playground/cli/index.js:237:15)
    at process.processTicksAndRejections (node:internal/process/task_queues:105:5)
    at async V (file:///home/runner/work/playground-tester/playground-tester/node_modules/@wp-playground/cli/index.js:64:10)
    at async ja (file:///home/runner/work/playground-tester/playground-tester/node_modules/@wp-playground/cli/cli.js:8161:12) {
  [cause]: Error: Error when executing the blueprint step #1 ({"step":"installPlugin","pluginData":{"resource":"wordpress.org/plugins","slug":"login-error-cleanup"},"options":{"activate":true}}) : Could not download "https://downloads.wordpress.org/plugin/login-error-cleanup.latest-stable.zip".
  				Check if the URL is correct and the server is reachable.
  				If it is reachable, the server might be blocking the request.
  				Check the browser console and network tabs for more information.
  
  				## Does the console show the error "No 'Access-Control-Allow-Origin' header"?
  
  				This means the server that hosts your file does not allow requests from other sites
  				(cross-origin requests, or CORS).	You need to move the asset to a server that allows
  				cross-origin file downloads. Learn more about CORS at
  				https://developer.mozilla.org/en-US/docs/Web/HTTP/CORS.
  
  				If your file is on GitHub, load it from "raw.githubusercontent.com".
  				Here's how to do that:
  
  				1. Start with the original GitHub URL of the file. For example:
  				https://github.com/username/repository/blob/branch/filename.
  				2. Replace "github.com" with "raw.githubusercontent.com".
  				3. Remove the "/blob/" part of the URL.
  
  				The resulting URL should look like this:
  				https://raw.githubusercontent.com/username/repository/branch/filename
  
  				Error:
  				Error: Could not download "https://downloads.wordpress.org/plugin/login-error-cleanup.latest-stable.zip"
      at Object.run (file:///home/runner/work/playground-tester/playground-tester/node_modules/@wp-playground/blueprints/index.js:12449:19)
      at process.processTicksAndRejections (node:internal/process/task_queues:105:5)
      at async ms (file:///home/runner/work/playground-tester/playground-tester/node_modules/@wp-playground/blueprints/index.js:12552:3)
      at async Object.onBind (file:///home/runner/work/playground-tester/playground-tester/node_modules/@wp-playground/cli/index.js:227:48)
      at async V (file:///home/runner/work/playground-tester/playground-tester/node_modules/@wp-playground/cli/index.js:64:10)
      at async ja (file:///home/runner/work/playground-tester/playground-tester/node_modules/@wp-playground/cli/cli.js:8161:12) {
    [cause]: Error: Could not download "https://downloads.wordpress.org/plugin/login-error-cleanup.latest-stable.zip".
    				Check if the URL is correct and the server is reachable.
    				If it is reachable, the server might be blocking the request.
    				Check the browser console and network tabs for more information.
    
    				## Does the console show the error "No 'Access-Control-Allow-Origin' header"?
    
    				This means the server that hosts your file does not allow requests from other sites
    				(cross-origin requests, or CORS).	You need to move the asset to a server that allows
    				cross-origin file downloads. Learn more about CORS at
    				https://developer.mozilla.org/en-US/docs/Web/HTTP/CORS.
    
    				If your file is on GitHub, load it from "raw.githubusercontent.com".
    				Here's how to do that:
    
    				1. Start with the original GitHub URL of the file. For example:
    				https://github.com/username/repository/blob/branch/filename.
    				2. Replace "github.com" with "raw.githubusercontent.com".
    				3. Remove the "/blob/" part of the URL.
    
    				The resulting URL should look like this:
    				https://raw.githubusercontent.com/username/repository/branch/filename
    
    				Error:
    				Error: Could not download "https://downloads.wordpress.org/plugin/login-error-cleanup.latest-stable.zip"
        at Ct.resolve (file:///home/runner/work/playground-tester/playground-tester/node_modules/@wp-playground/blueprints/index.js:1472:13)
        at process.processTicksAndRejections (node:internal/process/task_queues:105:5)
        at async _.run (file:///home/runner/work/playground-tester/playground-tester/node_modules/@php-wasm/util/index.js:45:14)
  }
}

Node.js v23.11.0
