file:///home/runner/work/playground-tester/playground-tester/node_modules/@wp-playground/cli/run-cli-j-geJYS3.js:325
        throw new Error($, { cause: h });
              ^

Error: [12-Jun-2025 06:40:11 UTC] PHP Deprecated:  Required parameter $field follows optional parameter $post_id in /wordpress/wp-content/plugins/tsd-infinisite/assets/acf/includes/api/api-value.php on line 231
[12-Jun-2025 06:40:12 UTC] PHP Warning:  Trying to access array offset on value of type null in /wordpress/wp-content/plugins/tsd-infinisite/vendor/leafo/scssphp/src/Compiler.php on line 3629
[12-Jun-2025 06:40:13 UTC] PHP Warning:  Trying to access array offset on value of type bool in /wordpress/wp-content/plugins/tsd-infinisite/class/Page_Builder.php on line 260
[12-Jun-2025 06:40:13 UTC] PHP Warning:  Trying to access array offset on value of type bool in /wordpress/wp-content/plugins/tsd-infinisite/class/Page_Builder.php on line 261
[12-Jun-2025 06:40:13 UTC] PHP Warning:  Trying to access array offset on value of type null in /wordpress/wp-content/plugins/tsd-infinisite/vendor/leafo/scssphp/src/Compiler.php on line 3629
[12-Jun-2025 06:40:14 UTC] PHP Fatal error:  Uncaught TypeError: count(): Argument #1 ($value) must be of type Countable|array, bool given in /wordpress/wp-content/plugins/tsd-infinisite/class/Data_Moves.php:11
Stack trace:
#0 /wordpress/wp-content/plugins/tsd-infinisite/class/Data_Moves.php(11): count(false)
#1 /wordpress/wp-content/plugins/tsd-infinisite/tsd_infinisite.php(88): TSD_Infinisite\Data_Moves::cpt_from_repeater_to_option_sub_page()
#2 /wordpress/wp-includes/class-wp-hook.php(324): IS_Activation(false)
#3 /wordpress/wp-includes/class-wp-hook.php(348): WP_Hook->apply_filters('', Array)
#4 /wordpress/wp-includes/plugin.php(517): WP_Hook->do_action(Array)
#5 /wordpress/wp-admin/includes/plugin.php(703): do_action('activate_tsd-in...', false)
#6 /internal/eval.php(20): activate_plugin('tsd-infinisite/...')
#7 {main}
  thrown in /wordpress/wp-content/plugins/tsd-infinisite/class/Data_Moves.php on line 11
[12-Jun-2025 06:40:30 UTC] PHP Deprecated:  Required parameter $field follows optional parameter $post_id in /wordpress/wp-content/plugins/tsd-infinisite/assets/acf/includes/api/api-value.php on line 231
[12-Jun-2025 06:40:30 UTC] PHP Deprecated:  Required parameter $field follows optional parameter $value in /wordpress/wp-content/plugins/tsd-infinisite/assets/acf/includes/api/api-value.php on line 341
[12-Jun-2025 06:40:30 UTC] PHP Deprecated:  Required parameter $field follows optional parameter $post_id in /wordpress/wp-content/plugins/tsd-infinisite/assets/acf/includes/api/api-value.php on line 399
[12-Jun-2025 06:40:30 UTC] PHP Deprecated:  Required parameter $fields follows optional parameter $post_id in /wordpress/wp-content/plugins/tsd-infinisite/assets/acf/includes/api/api-field.php on line 326
[12-Jun-2025 06:40:30 UTC] PHP Deprecated:  Required parameter $data follows optional parameter $key in /wordpress/wp-content/plugins/tsd-infinisite/assets/acf/includes/cache.php on line 399
[12-Jun-2025 06:40:30 UTC] PHP Warning:  The magic method TSD_Infinisite\AdminNotice::__wakeup() must have public visibility in /wordpress/wp-content/plugins/tsd-infinisite/class/Admin_Notice.php on line 18
[12-Jun-2025 06:40:30 UTC] PHP Deprecated:  Required parameter $field follows optional parameter $i in /wordpress/wp-content/plugins/tsd-infinisite/assets/acf/pro/fields/class-acf-field-repeater.php on line 700
[12-Jun-2025 06:40:30 UTC] PHP Deprecated:  Required parameter $post_id follows optional parameter $i in /wordpress/wp-content/plugins/tsd-infinisite/assets/acf/pro/fields/class-acf-field-repeater.php on line 700
[12-Jun-2025 06:40:30 UTC] PHP Deprecated:  Required parameter $field follows optional parameter $i in /wordpress/wp-content/plugins/tsd-infinisite/assets/acf/pro/fields/class-acf-field-repeater.php on line 766
[12-Jun-2025 06:40:30 UTC] PHP Deprecated:  Required parameter $post_id follows optional parameter $i in /wordpress/wp-content/plugins/tsd-infinisite/assets/acf/pro/fields/class-acf-field-repeater.php on line 766
[12-Jun-2025 06:40:30 UTC] PHP Deprecated:  Required parameter $field follows optional parameter $name in /wordpress/wp-content/plugins/tsd-infinisite/assets/acf/pro/fields/class-acf-field-flexible-content.php on line 1046
[12-Jun-2025 06:40:30 UTC] PHP Deprecated:  Required parameter $field follows optional parameter $i in /wordpress/wp-content/plugins/tsd-infinisite/assets/acf/pro/fields/class-acf-field-flexible-content.php on line 1082
[12-Jun-2025 06:40:30 UTC] PHP Deprecated:  Required parameter $post_id follows optional parameter $i in /wordpress/wp-content/plugins/tsd-infinisite/assets/acf/pro/fields/class-acf-field-flexible-content.php on line 1082
[12-Jun-2025 06:40:30 UTC] PHP Deprecated:  Required parameter $field follows optional parameter $i in /wordpress/wp-content/plugins/tsd-infinisite/assets/acf/pro/fields/class-acf-field-flexible-content.php on line 1134
[12-Jun-2025 06:40:30 UTC] PHP Deprecated:  Required parameter $post_id follows optional parameter $i in /wordpress/wp-content/plugins/tsd-infinisite/assets/acf/pro/fields/class-acf-field-flexible-content.php on line 1134
[12-Jun-2025 06:40:30 UTC] PHP Deprecated:  Required parameter $field follows optional parameter $id in /wordpress/wp-content/plugins/tsd-infinisite/assets/acf/pro/fields/class-acf-field-gallery.php on line 283
[12-Jun-2025 06:40:31 UTC] PHP Warning:  Trying to access array offset on value of type null in /wordpress/wp-content/plugins/tsd-infinisite/vendor/leafo/scssphp/src/Compiler.php on line 3629
[12-Jun-2025 06:40:31 UTC] PHP Warning:  fopen(php://stderr): Failed to open stream: operation failed in /wordpress/wp-content/plugins/tsd-infinisite/vendor/leafo/scssphp/src/Compiler.php on line 183
[12-Jun-2025 06:40:31 UTC] PHP Warning:  Trying to access array offset on value of type null in /wordpress/wp-content/plugins/tsd-infinisite/vendor/leafo/scssphp/src/Compiler.php on line 3629
[12-Jun-2025 06:40:31 UTC] PHP Warning:  fopen(php://stderr): Failed to open stream: operation failed in /wordpress/wp-content/plugins/tsd-infinisite/vendor/leafo/scssphp/src/Compiler.php on line 183
[12-Jun-2025 06:40:31 UTC] PHP Warning:  Trying to access array offset on value of type null in /wordpress/wp-content/plugins/tsd-infinisite/vendor/leafo/scssphp/src/Compiler.php on line 3629
[12-Jun-2025 06:40:31 UTC] PHP Warning:  fopen(php://stderr): Failed to open stream: operation failed in /wordpress/wp-content/plugins/tsd-infinisite/vendor/leafo/scssphp/src/Compiler.php on line 183
[12-Jun-2025 06:40:31 UTC] PHP Warning:  Trying to access array offset on value of type null in /wordpress/wp-content/plugins/tsd-infinisite/vendor/leafo/scssphp/src/Compiler.php on line 3629
[12-Jun-2025 06:40:31 UTC] PHP Warning:  fopen(php://stderr): Failed to open stream: operation failed in /wordpress/wp-content/plugins/tsd-infinisite/vendor/leafo/scssphp/src/Compiler.php on line 183
[12-Jun-2025 06:40:31 UTC] PHP Warning:  Trying to access array offset on value of type null in /wordpress/wp-content/plugins/tsd-infinisite/vendor/leafo/scssphp/src/Compiler.php on line 3629
[12-Jun-2025 06:40:31 UTC] PHP Warning:  fopen(php://stderr): Failed to open stream: operation failed in /wordpress/wp-content/plugins/tsd-infinisite/vendor/leafo/scssphp/src/Compiler.php on line 183
[12-Jun-2025 06:40:31 UTC] PHP Warning:  Trying to access array offset on value of type null in /wordpress/wp-content/plugins/tsd-infinisite/vendor/leafo/scssphp/src/Compiler.php on line 3629
[12-Jun-2025 06:40:32 UTC] PHP Warning:  Trying to access array offset on value of type bool in /wordpress/wp-content/plugins/tsd-infinisite/class/Page_Builder.php on line 260
[12-Jun-2025 06:40:32 UTC] PHP Warning:  Trying to access array offset on value of type bool in /wordpress/wp-content/plugins/tsd-infinisite/class/Page_Builder.php on line 261
[12-Jun-2025 06:40:32 UTC] PHP Warning:  Trying to access array offset on value of type null in /wordpress/wp-content/plugins/tsd-infinisite/vendor/leafo/scssphp/src/Compiler.php on line 3629
[12-Jun-2025 06:40:32 UTC] PHP Fatal error:  Uncaught TypeError: count(): Argument #1 ($value) must be of type Countable|array, bool given in /wordpress/wp-content/plugins/tsd-infinisite/class/Data_Moves.php:11
Stack trace:
#0 /wordpress/wp-content/plugins/tsd-infinisite/class/Data_Moves.php(11): count(false)
#1 /wordpress/wp-content/plugins/tsd-infinisite/tsd_infinisite.php(88): TSD_Infinisite\Data_Moves::cpt_from_repeater_to_option_sub_page()
#2 /wordpress/wp-includes/class-wp-hook.php(324): IS_Activation(false)
#3 /wordpress/wp-includes/class-wp-hook.php(348): WP_Hook->apply_filters('', Array)
#4 /wordpress/wp-includes/plugin.php(517): WP_Hook->do_action(Array)
#5 /wordpress/wp-admin/includes/plugin.php(703): do_action('activate_tsd-in...', false)
#6 /internal/eval.php(20): activate_plugin('tsd-infinisite/...')
#7 {main}
  thrown in /wordpress/wp-content/plugins/tsd-infinisite/class/Data_Moves.php on line 11
[12-Jun-2025 06:40:50 UTC] PHP Deprecated:  Required parameter $field follows optional parameter $post_id in /wordpress/wp-content/plugins/tsd-infinisite/assets/acf/includes/api/api-value.php on line 231
[12-Jun-2025 06:40:50 UTC] PHP Deprecated:  Required parameter $field follows optional parameter $value in /wordpress/wp-content/plugins/tsd-infinisite/assets/acf/includes/api/api-value.php on line 341
[12-Jun-2025 06:40:50 UTC] PHP Deprecated:  Required parameter $field follows optional parameter $post_id in /wordpress/wp-content/plugins/tsd-infinisite/assets/acf/includes/api/api-value.php on line 399
[12-Jun-2025 06:40:50 UTC] PHP Deprecated:  Required parameter $fields follows optional parameter $post_id in /wordpress/wp-content/plugins/tsd-infinisite/assets/acf/includes/api/api-field.php on line 326
[12-Jun-2025 06:40:50 UTC] PHP Deprecated:  Required parameter $data follows optional parameter $key in /wordpress/wp-content/plugins/tsd-infinisite/assets/acf/includes/cache.php on line 399
[12-Jun-2025 06:40:50 UTC] PHP Warning:  The magic method TSD_Infinisite\AdminNotice::__wakeup() must have public visibility in /wordpress/wp-content/plugins/tsd-infinisite/class/Admin_Notice.php on line 18
[12-Jun-2025 06:40:51 UTC] PHP Deprecated:  Required parameter $field follows optional parameter $i in /wordpress/wp-content/plugins/tsd-infinisite/assets/acf/pro/fields/class-acf-field-repeater.php on line 700
[12-Jun-2025 06:40:51 UTC] PHP Deprecated:  Required parameter $post_id follows optional parameter $i in /wordpress/wp-content/plugins/tsd-infinisite/assets/acf/pro/fields/class-acf-field-repeater.php on line 700
[12-Jun-2025 06:40:51 UTC] PHP Deprecated:  Required parameter $field follows optional parameter $i in /wordpress/wp-content/plugins/tsd-infinisite/assets/acf/pro/fields/class-acf-field-repeater.php on line 766
[12-Jun-2025 06:40:51 UTC] PHP Deprecated:  Required parameter $post_id follows optional parameter $i in /wordpress/wp-content/plugins/tsd-infinisite/assets/acf/pro/fields/class-acf-field-repeater.php on line 766
[12-Jun-2025 06:40:51 UTC] PHP Deprecated:  Required parameter $field follows optional parameter $name in /wordpress/wp-content/plugins/tsd-infinisite/assets/acf/pro/fields/class-acf-field-flexible-content.php on line 1046
[12-Jun-2025 06:40:51 UTC] PHP Deprecated:  Required parameter $field follows optional parameter $i in /wordpress/wp-content/plugins/tsd-infinisite/assets/acf/pro/fields/class-acf-field-flexible-content.php on line 1082
[12-Jun-2025 06:40:51 UTC] PHP Deprecated:  Required parameter $post_id follows optional parameter $i in /wordpress/wp-content/plugins/tsd-infinisite/assets/acf/pro/fields/class-acf-field-flexible-content.php on line 1082
[12-Jun-2025 06:40:51 UTC] PHP Deprecated:  Required parameter $field follows optional parameter $i in /wordpress/wp-content/plugins/tsd-infinisite/assets/acf/pro/fields/class-acf-field-flexible-content.php on line 1134
[12-Jun-2025 06:40:51 UTC] PHP Deprecated:  Required parameter $post_id follows optional parameter $i in /wordpress/wp-content/plugins/tsd-infinisite/assets/acf/pro/fields/class-acf-field-flexible-content.php on line 1134
[12-Jun-2025 06:40:51 UTC] PHP Deprecated:  Required parameter $field follows optional parameter $id in /wordpress/wp-content/plugins/tsd-infinisite/assets/acf/pro/fields/class-acf-field-gallery.php on line 283
[12-Jun-2025 06:40:51 UTC] PHP Warning:  Trying to access array offset on value of type null in /wordpress/wp-content/plugins/tsd-infinisite/vendor/leafo/scssphp/src/Compiler.php on line 3629
[12-Jun-2025 06:40:51 UTC] PHP Warning:  fopen(php://stderr): Failed to open stream: operation failed in /wordpress/wp-content/plugins/tsd-infinisite/vendor/leafo/scssphp/src/Compiler.php on line 183
[12-Jun-2025 06:40:51 UTC] PHP Warning:  Trying to access array offset on value of type null in /wordpress/wp-content/plugins/tsd-infinisite/vendor/leafo/scssphp/src/Compiler.php on line 3629
[12-Jun-2025 06:40:51 UTC] PHP Warning:  fopen(php://stderr): Failed to open stream: operation failed in /wordpress/wp-content/plugins/tsd-infinisite/vendor/leafo/scssphp/src/Compiler.php on line 183
[12-Jun-2025 06:40:51 UTC] PHP Warning:  Trying to access array offset on value of type null in /wordpress/wp-content/plugins/tsd-infinisite/vendor/leafo/scssphp/src/Compiler.php on line 3629
[12-Jun-2025 06:40:51 UTC] PHP Warning:  fopen(php://stderr): Failed to open stream: operation failed in /wordpress/wp-content/plugins/tsd-infinisite/vendor/leafo/scssphp/src/Compiler.php on line 183
[12-Jun-2025 06:40:51 UTC] PHP Warning:  Trying to access array offset on value of type null in /wordpress/wp-content/plugins/tsd-infinisite/vendor/leafo/scssphp/src/Compiler.php on line 3629
[12-Jun-2025 06:40:51 UTC] PHP Warning:  fopen(php://stderr): Failed to open stream: operation failed in /wordpress/wp-content/plugins/tsd-infinisite/vendor/leafo/scssphp/src/Compiler.php on line 183
[12-Jun-2025 06:40:51 UTC] PHP Warning:  Trying to access array offset on value of type null in /wordpress/wp-content/plugins/tsd-infinisite/vendor/leafo/scssphp/src/Compiler.php on line 3629
[12-Jun-2025 06:40:51 UTC] PHP Warning:  fopen(php://stderr): Failed to open stream: operation failed in /wordpress/wp-content/plugins/tsd-infinisite/vendor/leafo/scssphp/src/Compiler.php on line 183
[12-Jun-2025 06:40:51 UTC] PHP Warning:  Trying to access array offset on value of type null in /wordpress/wp-content/plugins/tsd-infinisite/vendor/leafo/scssphp/src/Compiler.php on line 3629
[12-Jun-2025 06:40:52 UTC] PHP Warning:  Trying to access array offset on value of type bool in /wordpress/wp-content/plugins/tsd-infinisite/class/Page_Builder.php on line 260
[12-Jun-2025 06:40:52 UTC] PHP Warning:  Trying to access array offset on value of type bool in /wordpress/wp-content/plugins/tsd-infinisite/class/Page_Builder.php on line 261
[12-Jun-2025 06:40:52 UTC] PHP Warning:  Trying to access array offset on value of type null in /wordpress/wp-content/plugins/tsd-infinisite/vendor/leafo/scssphp/src/Compiler.php on line 3629
[12-Jun-2025 06:40:52 UTC] PHP Fatal error:  Uncaught TypeError: count(): Argument #1 ($value) must be of type Countable|array, bool given in /wordpress/wp-content/plugins/tsd-infinisite/class/Data_Moves.php:11
Stack trace:
#0 /wordpress/wp-content/plugins/tsd-infinisite/class/Data_Moves.php(11): count(false)
#1 /wordpress/wp-content/plugins/tsd-infinisite/tsd_infinisite.php(88): TSD_Infinisite\Data_Moves::cpt_from_repeater_to_option_sub_page()
#2 /wordpress/wp-includes/class-wp-hook.php(324): IS_Activation(false)
#3 /wordpress/wp-includes/class-wp-hook.php(348): WP_Hook->apply_filters('', Array)
#4 /wordpress/wp-includes/plugin.php(517): WP_Hook->do_action(Array)
#5 /wordpress/wp-admin/includes/plugin.php(703): do_action('activate_tsd-in...', false)
#6 /internal/eval.php(20): activate_plugin('tsd-infinisite/...')
#7 {main}
  thrown in /wordpress/wp-content/plugins/tsd-infinisite/class/Data_Moves.php on line 11
[12-Jun-2025 06:41:03 UTC] PHP Notice:  Function wp_enqueue_script was called <strong>incorrectly</strong>. Scripts and styles should not be registered or enqueued until the <code>wp_enqueue_scripts</code>, <code>admin_enqueue_scripts</code>, or <code>login_enqueue_scripts</code> hooks. This notice was triggered by the <code>tsuiseki_js</code> handle. Please see <a href="https://developer.wordpress.org/advanced-administration/debug/debug-wordpress/">Debugging in WordPress</a> for more information. (This message was added in version 3.3.0.) in /wordpress/wp-includes/functions.php on line 6121
[12-Jun-2025 06:41:13 UTC] PHP Notice:  Function wp_enqueue_script was called <strong>incorrectly</strong>. Scripts and styles should not be registered or enqueued until the <code>wp_enqueue_scripts</code>, <code>admin_enqueue_scripts</code>, or <code>login_enqueue_scripts</code> hooks. This notice was triggered by the <code>tsuiseki_js</code> handle. Please see <a href="https://developer.wordpress.org/advanced-administration/debug/debug-wordpress/">Debugging in WordPress</a> for more information. (This message was added in version 3.3.0.) in /wordpress/wp-includes/functions.php on line 6121
[12-Jun-2025 06:41:22 UTC] PHP Notice:  Function wp_enqueue_script was called <strong>incorrectly</strong>. Scripts and styles should not be registered or enqueued until the <code>wp_enqueue_scripts</code>, <code>admin_enqueue_scripts</code>, or <code>login_enqueue_scripts</code> hooks. This notice was triggered by the <code>tsuiseki_js</code> handle. Please see <a href="https://developer.wordpress.org/advanced-administration/debug/debug-wordpress/">Debugging in WordPress</a> for more information. (This message was added in version 3.3.0.) in /wordpress/wp-includes/functions.php on line 6121
[12-Jun-2025 06:42:00 UTC] PHP Fatal error:  Uncaught Error: Call to undefined function create_function() in /wordpress/wp-content/plugins/ttlive/index.php:1180
Stack trace:
#0 /wordpress/wp-admin/includes/plugin.php(2387): include_once()
#1 /wordpress/wp-admin/includes/plugin.php(673): plugin_sandbox_scrape('ttlive/index.ph...')
#2 /internal/eval.php(20): activate_plugin('ttlive/index.ph...')
#3 {main}
  thrown in /wordpress/wp-content/plugins/ttlive/index.php on line 1180
[12-Jun-2025 06:42:08 UTC] PHP Fatal error:  Uncaught Error: Call to undefined function create_function() in /wordpress/wp-content/plugins/ttlive/index.php:1180
Stack trace:
#0 /wordpress/wp-admin/includes/plugin.php(2387): include_once()
#1 /wordpress/wp-admin/includes/plugin.php(673): plugin_sandbox_scrape('ttlive/index.ph...')
#2 /internal/eval.php(20): activate_plugin('ttlive/index.ph...')
#3 {main}
  thrown in /wordpress/wp-content/plugins/ttlive/index.php on line 1180
[12-Jun-2025 06:42:16 UTC] PHP Fatal error:  Uncaught Error: Call to undefined function create_function() in /wordpress/wp-content/plugins/ttlive/index.php:1180
Stack trace:
#0 /wordpress/wp-admin/includes/plugin.php(2387): include_once()
#1 /wordpress/wp-admin/includes/plugin.php(673): plugin_sandbox_scrape('ttlive/index.ph...')
#2 /internal/eval.php(20): activate_plugin('ttlive/index.ph...')
#3 {main}
  thrown in /wordpress/wp-content/plugins/ttlive/index.php on line 1180
[12-Jun-2025 06:43:00 UTC] PHP Notice:  Function wp_enqueue_script was called <strong>incorrectly</strong>. Scripts and styles should not be registered or enqueued until the <code>wp_enqueue_scripts</code>, <code>admin_enqueue_scripts</code>, or <code>login_enqueue_scripts</code> hooks. This notice was triggered by the <code>jquery_tubular</code> handle. Please see <a href="https://developer.wordpress.org/advanced-administration/debug/debug-wordpress/">Debugging in WordPress</a> for more information. (This message was added in version 3.3.0.) in /wordpress/wp-includes/functions.php on line 6121
[12-Jun-2025 06:43:00 UTC] PHP Notice:  Function wp_enqueue_script was called <strong>incorrectly</strong>. Scripts and styles should not be registered or enqueued until the <code>wp_enqueue_scripts</code>, <code>admin_enqueue_scripts</code>, or <code>login_enqueue_scripts</code> hooks. This notice was triggered by the <code>swobject</code> handle. Please see <a href="https://developer.wordpress.org/advanced-administration/debug/debug-wordpress/">Debugging in WordPress</a> for more information. (This message was added in version 3.3.0.) in /wordpress/wp-includes/functions.php on line 6121
[12-Jun-2025 06:43:08 UTC] PHP Notice:  Function wp_enqueue_script was called <strong>incorrectly</strong>. Scripts and styles should not be registered or enqueued until the <code>wp_enqueue_scripts</code>, <code>admin_enqueue_scripts</code>, or <code>login_enqueue_scripts</code> hooks. This notice was triggered by the <code>jquery_tubular</code> handle. Please see <a href="https://developer.wordpress.org/advanced-administration/debug/debug-wordpress/">Debugging in WordPress</a> for more information. (This message was added in version 3.3.0.) in /wordpress/wp-includes/functions.php on line 6121
[12-Jun-2025 06:43:08 UTC] PHP Notice:  Function wp_enqueue_script was called <strong>incorrectly</strong>. Scripts and styles should not be registered or enqueued until the <code>wp_enqueue_scripts</code>, <code>admin_enqueue_scripts</code>, or <code>login_enqueue_scripts</code> hooks. This notice was triggered by the <code>swobject</code> handle. Please see <a href="https://developer.wordpress.org/advanced-administration/debug/debug-wordpress/">Debugging in WordPress</a> for more information. (This message was added in version 3.3.0.) in /wordpress/wp-includes/functions.php on line 6121
[12-Jun-2025 06:43:18 UTC] PHP Notice:  Function wp_enqueue_script was called <strong>incorrectly</strong>. Scripts and styles should not be registered or enqueued until the <code>wp_enqueue_scripts</code>, <code>admin_enqueue_scripts</code>, or <code>login_enqueue_scripts</code> hooks. This notice was triggered by the <code>jquery_tubular</code> handle. Please see <a href="https://developer.wordpress.org/advanced-administration/debug/debug-wordpress/">Debugging in WordPress</a> for more information. (This message was added in version 3.3.0.) in /wordpress/wp-includes/functions.php on line 6121
[12-Jun-2025 06:43:18 UTC] PHP Notice:  Function wp_enqueue_script was called <strong>incorrectly</strong>. Scripts and styles should not be registered or enqueued until the <code>wp_enqueue_scripts</code>, <code>admin_enqueue_scripts</code>, or <code>login_enqueue_scripts</code> hooks. This notice was triggered by the <code>swobject</code> handle. Please see <a href="https://developer.wordpress.org/advanced-administration/debug/debug-wordpress/">Debugging in WordPress</a> for more information. (This message was added in version 3.3.0.) in /wordpress/wp-includes/functions.php on line 6121
[12-Jun-2025 06:43:27 UTC] PHP Fatal error:  Uncaught Error: Call to undefined function create_function() in /wordpress/wp-content/plugins/tumblr-avatars-list/tumblr-avatars-list.php:253
Stack trace:
#0 /wordpress/wp-admin/includes/plugin.php(2387): include_once()
#1 /wordpress/wp-admin/includes/plugin.php(673): plugin_sandbox_scrape('tumblr-avatars-...')
#2 /internal/eval.php(20): activate_plugin('tumblr-avatars-...')
#3 {main}
  thrown in /wordpress/wp-content/plugins/tumblr-avatars-list/tumblr-avatars-list.php on line 253
[12-Jun-2025 06:43:35 UTC] PHP Fatal error:  Uncaught Error: Call to undefined function create_function() in /wordpress/wp-content/plugins/tumblr-avatars-list/tumblr-avatars-list.php:253
Stack trace:
#0 /wordpress/wp-admin/includes/plugin.php(2387): include_once()
#1 /wordpress/wp-admin/includes/plugin.php(673): plugin_sandbox_scrape('tumblr-avatars-...')
#2 /internal/eval.php(20): activate_plugin('tumblr-avatars-...')
#3 {main}
  thrown in /wordpress/wp-content/plugins/tumblr-avatars-list/tumblr-avatars-list.php on line 253
[12-Jun-2025 06:43:43 UTC] PHP Fatal error:  Uncaught Error: Call to undefined function create_function() in /wordpress/wp-content/plugins/tumblr-avatars-list/tumblr-avatars-list.php:253
Stack trace:
