file:///home/runner/work/playground-tester/playground-tester/node_modules/@wp-playground/cli/run-cli-j-geJYS3.js:325
        throw new Error($, { cause: h });
              ^

Error: [28-Jun-2025 19:47:48 UTC] PHP Deprecated:  Required parameter $args follows optional parameter $post in /wordpress/wp-content/plugins/extended-related-posts/lib/admin/class/class-extrp-admin.php on line 587
[28-Jun-2025 19:47:48 UTC] PHP Warning:  Trying to access array offset on value of type bool in /wordpress/wp-content/plugins/extended-related-posts/lib/inc/class/class-extrp-sanitize.php on line 380
[28-Jun-2025 19:47:48 UTC] PHP Warning:  Trying to access array offset on value of type null in /wordpress/wp-content/plugins/extended-related-posts/lib/inc/class/class-extrp-sanitize.php on line 380
[28-Jun-2025 19:47:48 UTC] PHP Warning:  Trying to access array offset on value of type bool in /wordpress/wp-content/plugins/extended-related-posts/lib/inc/class/class-extrp-sanitize.php on line 380
[28-Jun-2025 19:47:48 UTC] PHP Warning:  Trying to access array offset on value of type null in /wordpress/wp-content/plugins/extended-related-posts/lib/inc/class/class-extrp-sanitize.php on line 380
[28-Jun-2025 19:47:48 UTC] PHP Warning:  Trying to access array offset on value of type bool in /wordpress/wp-content/plugins/extended-related-posts/lib/inc/class/class-extrp-sanitize.php on line 380
[28-Jun-2025 19:47:48 UTC] PHP Warning:  Trying to access array offset on value of type null in /wordpress/wp-content/plugins/extended-related-posts/lib/inc/class/class-extrp-sanitize.php on line 380
[28-Jun-2025 19:47:48 UTC] PHP Warning:  Trying to access array offset on value of type bool in /wordpress/wp-content/plugins/extended-related-posts/lib/inc/class/class-extrp-sanitize.php on line 380
[28-Jun-2025 19:47:48 UTC] PHP Warning:  Trying to access array offset on value of type null in /wordpress/wp-content/plugins/extended-related-posts/lib/inc/class/class-extrp-sanitize.php on line 380
[28-Jun-2025 19:47:48 UTC] PHP Warning:  Trying to access array offset on value of type bool in /wordpress/wp-content/plugins/extended-related-posts/lib/inc/class/class-extrp-sanitize.php on line 380
[28-Jun-2025 19:47:48 UTC] PHP Warning:  Trying to access array offset on value of type null in /wordpress/wp-content/plugins/extended-related-posts/lib/inc/class/class-extrp-sanitize.php on line 380
[28-Jun-2025 19:47:48 UTC] PHP Warning:  Trying to access array offset on value of type bool in /wordpress/wp-content/plugins/extended-related-posts/lib/inc/class/class-extrp-sanitize.php on line 380
[28-Jun-2025 19:47:48 UTC] PHP Warning:  Trying to access array offset on value of type null in /wordpress/wp-content/plugins/extended-related-posts/lib/inc/class/class-extrp-sanitize.php on line 380
[28-Jun-2025 19:47:48 UTC] PHP Warning:  Trying to access array offset on value of type bool in /wordpress/wp-content/plugins/extended-related-posts/lib/inc/class/class-extrp-sanitize.php on line 380
[28-Jun-2025 19:47:48 UTC] PHP Warning:  Trying to access array offset on value of type null in /wordpress/wp-content/plugins/extended-related-posts/lib/inc/class/class-extrp-sanitize.php on line 380
[28-Jun-2025 19:47:48 UTC] PHP Warning:  Trying to access array offset on value of type bool in /wordpress/wp-content/plugins/extended-related-posts/lib/inc/class/class-extrp-sanitize.php on line 380
[28-Jun-2025 19:47:48 UTC] PHP Warning:  Trying to access array offset on value of type null in /wordpress/wp-content/plugins/extended-related-posts/lib/inc/class/class-extrp-sanitize.php on line 380
[28-Jun-2025 19:47:48 UTC] PHP Warning:  Trying to access array offset on value of type bool in /wordpress/wp-content/plugins/extended-related-posts/lib/inc/class/class-extrp-sanitize.php on line 380
[28-Jun-2025 19:47:48 UTC] PHP Warning:  Trying to access array offset on value of type null in /wordpress/wp-content/plugins/extended-related-posts/lib/inc/class/class-extrp-sanitize.php on line 380
[28-Jun-2025 19:47:48 UTC] PHP Warning:  Trying to access array offset on value of type bool in /wordpress/wp-content/plugins/extended-related-posts/lib/inc/class/class-extrp-sanitize.php on line 380
[28-Jun-2025 19:47:48 UTC] PHP Warning:  Trying to access array offset on value of type null in /wordpress/wp-content/plugins/extended-related-posts/lib/inc/class/class-extrp-sanitize.php on line 380
[28-Jun-2025 19:47:48 UTC] PHP Warning:  Trying to access array offset on value of type bool in /wordpress/wp-content/plugins/extended-related-posts/lib/inc/class/class-extrp-sanitize.php on line 380
[28-Jun-2025 19:47:48 UTC] PHP Warning:  Trying to access array offset on value of type null in /wordpress/wp-content/plugins/extended-related-posts/lib/inc/class/class-extrp-sanitize.php on line 380
[28-Jun-2025 19:47:48 UTC] PHP Warning:  Trying to access array offset on value of type bool in /wordpress/wp-content/plugins/extended-related-posts/lib/inc/class/class-extrp-sanitize.php on line 380
[28-Jun-2025 19:47:48 UTC] PHP Warning:  Trying to access array offset on value of type null in /wordpress/wp-content/plugins/extended-related-posts/lib/inc/class/class-extrp-sanitize.php on line 380
[28-Jun-2025 19:47:48 UTC] PHP Warning:  Trying to access array offset on value of type bool in /wordpress/wp-content/plugins/extended-related-posts/lib/inc/class/class-extrp-sanitize.php on line 380
[28-Jun-2025 19:47:48 UTC] PHP Warning:  Trying to access array offset on value of type null in /wordpress/wp-content/plugins/extended-related-posts/lib/inc/class/class-extrp-sanitize.php on line 380
[28-Jun-2025 19:47:48 UTC] PHP Warning:  Trying to access array offset on value of type bool in /wordpress/wp-content/plugins/extended-related-posts/lib/inc/class/class-extrp-sanitize.php on line 380
[28-Jun-2025 19:47:48 UTC] PHP Warning:  Trying to access array offset on value of type null in /wordpress/wp-content/plugins/extended-related-posts/lib/inc/class/class-extrp-sanitize.php on line 380
[28-Jun-2025 19:47:48 UTC] PHP Warning:  Trying to access array offset on value of type bool in /wordpress/wp-content/plugins/extended-related-posts/lib/inc/class/class-extrp-sanitize.php on line 380
[28-Jun-2025 19:47:48 UTC] PHP Warning:  Trying to access array offset on value of type null in /wordpress/wp-content/plugins/extended-related-posts/lib/inc/class/class-extrp-sanitize.php on line 380
[28-Jun-2025 19:47:48 UTC] PHP Warning:  Trying to access array offset on value of type bool in /wordpress/wp-content/plugins/extended-related-posts/lib/inc/class/class-extrp-sanitize.php on line 380
[28-Jun-2025 19:47:48 UTC] PHP Warning:  Trying to access array offset on value of type null in /wordpress/wp-content/plugins/extended-related-posts/lib/inc/class/class-extrp-sanitize.php on line 380
[28-Jun-2025 19:47:48 UTC] PHP Warning:  Trying to access array offset on value of type bool in /wordpress/wp-content/plugins/extended-related-posts/lib/inc/class/class-extrp-sanitize.php on line 380
[28-Jun-2025 19:47:48 UTC] PHP Warning:  Trying to access array offset on value of type null in /wordpress/wp-content/plugins/extended-related-posts/lib/inc/class/class-extrp-sanitize.php on line 380
[28-Jun-2025 19:47:48 UTC] PHP Warning:  Trying to access array offset on value of type bool in /wordpress/wp-content/plugins/extended-related-posts/lib/inc/class/class-extrp-sanitize.php on line 380
[28-Jun-2025 19:47:48 UTC] PHP Warning:  Trying to access array offset on value of type null in /wordpress/wp-content/plugins/extended-related-posts/lib/inc/class/class-extrp-sanitize.php on line 380
[28-Jun-2025 19:47:48 UTC] PHP Warning:  Trying to access array offset on value of type bool in /wordpress/wp-content/plugins/extended-related-posts/lib/inc/class/class-extrp-sanitize.php on line 380
[28-Jun-2025 19:47:48 UTC] PHP Warning:  Trying to access array offset on value of type null in /wordpress/wp-content/plugins/extended-related-posts/lib/inc/class/class-extrp-sanitize.php on line 380
[28-Jun-2025 19:47:48 UTC] PHP Warning:  Trying to access array offset on value of type bool in /wordpress/wp-content/plugins/extended-related-posts/lib/inc/class/class-extrp-sanitize.php on line 380
[28-Jun-2025 19:47:48 UTC] PHP Warning:  Trying to access array offset on value of type null in /wordpress/wp-content/plugins/extended-related-posts/lib/inc/class/class-extrp-sanitize.php on line 380
[28-Jun-2025 19:47:48 UTC] PHP Warning:  Trying to access array offset on value of type bool in /wordpress/wp-content/plugins/extended-related-posts/lib/inc/class/class-extrp-sanitize.php on line 380
[28-Jun-2025 19:47:48 UTC] PHP Warning:  Trying to access array offset on value of type null in /wordpress/wp-content/plugins/extended-related-posts/lib/inc/class/class-extrp-sanitize.php on line 380
[28-Jun-2025 19:47:48 UTC] PHP Warning:  Trying to access array offset on value of type bool in /wordpress/wp-content/plugins/extended-related-posts/lib/inc/class/class-extrp-sanitize.php on line 380
[28-Jun-2025 19:47:48 UTC] PHP Warning:  Trying to access array offset on value of type null in /wordpress/wp-content/plugins/extended-related-posts/lib/inc/class/class-extrp-sanitize.php on line 380
[28-Jun-2025 19:47:48 UTC] PHP Warning:  Trying to access array offset on value of type bool in /wordpress/wp-content/plugins/extended-related-posts/lib/inc/class/class-extrp-sanitize.php on line 380
[28-Jun-2025 19:47:48 UTC] PHP Warning:  Trying to access array offset on value of type null in /wordpress/wp-content/plugins/extended-related-posts/lib/inc/class/class-extrp-sanitize.php on line 380
[28-Jun-2025 19:47:48 UTC] PHP Warning:  Trying to access array offset on value of type bool in /wordpress/wp-content/plugins/extended-related-posts/lib/inc/class/class-extrp-sanitize.php on line 380
[28-Jun-2025 19:47:48 UTC] PHP Warning:  Trying to access array offset on value of type null in /wordpress/wp-content/plugins/extended-related-posts/lib/inc/class/class-extrp-sanitize.php on line 380
[28-Jun-2025 19:47:48 UTC] PHP Warning:  Trying to access array offset on value of type bool in /wordpress/wp-content/plugins/extended-related-posts/lib/inc/class/class-extrp-sanitize.php on line 380
[28-Jun-2025 19:47:48 UTC] PHP Warning:  Trying to access array offset on value of type null in /wordpress/wp-content/plugins/extended-related-posts/lib/inc/class/class-extrp-sanitize.php on line 380
[28-Jun-2025 19:47:48 UTC] PHP Warning:  Trying to access array offset on value of type bool in /wordpress/wp-content/plugins/extended-related-posts/lib/inc/class/class-extrp-sanitize.php on line 380
[28-Jun-2025 19:47:48 UTC] PHP Warning:  Trying to access array offset on value of type null in /wordpress/wp-content/plugins/extended-related-posts/lib/inc/class/class-extrp-sanitize.php on line 380
[28-Jun-2025 19:47:48 UTC] PHP Warning:  Trying to access array offset on value of type bool in /wordpress/wp-content/plugins/extended-related-posts/lib/inc/class/class-extrp-sanitize.php on line 380
[28-Jun-2025 19:47:48 UTC] PHP Warning:  Trying to access array offset on value of type null in /wordpress/wp-content/plugins/extended-related-posts/lib/inc/class/class-extrp-sanitize.php on line 380
[28-Jun-2025 19:47:48 UTC] PHP Warning:  Trying to access array offset on value of type bool in /wordpress/wp-content/plugins/extended-related-posts/lib/inc/class/class-extrp-sanitize.php on line 380
[28-Jun-2025 19:47:48 UTC] PHP Warning:  Trying to access array offset on value of type null in /wordpress/wp-content/plugins/extended-related-posts/lib/inc/class/class-extrp-sanitize.php on line 380
[28-Jun-2025 19:47:48 UTC] PHP Warning:  Trying to access array offset on value of type bool in /wordpress/wp-content/plugins/extended-related-posts/lib/inc/class/class-extrp-sanitize.php on line 380
[28-Jun-2025 19:47:48 UTC] PHP Warning:  Trying to access array offset on value of type null in /wordpress/wp-content/plugins/extended-related-posts/lib/inc/class/class-extrp-sanitize.php on line 380
[28-Jun-2025 19:47:48 UTC] PHP Warning:  Trying to access array offset on value of type bool in /wordpress/wp-content/plugins/extended-related-posts/lib/inc/class/class-extrp-sanitize.php on line 380
[28-Jun-2025 19:47:48 UTC] PHP Warning:  Trying to access array offset on value of type null in /wordpress/wp-content/plugins/extended-related-posts/lib/inc/class/class-extrp-sanitize.php on line 380
[28-Jun-2025 19:47:48 UTC] PHP Warning:  Trying to access array offset on value of type bool in /wordpress/wp-content/plugins/extended-related-posts/lib/inc/class/class-extrp-sanitize.php on line 351
[28-Jun-2025 19:47:48 UTC] PHP Warning:  Trying to access array offset on value of type bool in /wordpress/wp-content/plugins/extended-related-posts/lib/inc/class/class-extrp-sanitize.php on line 380
[28-Jun-2025 19:47:48 UTC] PHP Warning:  Trying to access array offset on value of type null in /wordpress/wp-content/plugins/extended-related-posts/lib/inc/class/class-extrp-sanitize.php on line 380
[28-Jun-2025 19:47:48 UTC] PHP Warning:  Trying to access array offset on value of type bool in /wordpress/wp-content/plugins/extended-related-posts/lib/inc/class/class-extrp-sanitize.php on line 380
[28-Jun-2025 19:47:48 UTC] PHP Warning:  Trying to access array offset on value of type null in /wordpress/wp-content/plugins/extended-related-posts/lib/inc/class/class-extrp-sanitize.php on line 380
[28-Jun-2025 19:47:48 UTC] PHP Warning:  Trying to access array offset on value of type bool in /wordpress/wp-content/plugins/extended-related-posts/lib/inc/class/class-extrp-sanitize.php on line 380
[28-Jun-2025 19:47:48 UTC] PHP Warning:  Trying to access array offset on value of type null in /wordpress/wp-content/plugins/extended-related-posts/lib/inc/class/class-extrp-sanitize.php on line 380
[28-Jun-2025 19:47:48 UTC] PHP Warning:  Trying to access array offset on value of type bool in /wordpress/wp-content/plugins/extended-related-posts/lib/inc/class/class-extrp-sanitize.php on line 380
[28-Jun-2025 19:47:48 UTC] PHP Warning:  Trying to access array offset on value of type null in /wordpress/wp-content/plugins/extended-related-posts/lib/inc/class/class-extrp-sanitize.php on line 380
[28-Jun-2025 19:47:48 UTC] PHP Warning:  Trying to access array offset on value of type bool in /wordpress/wp-content/plugins/extended-related-posts/lib/inc/class/class-extrp-sanitize.php on line 380
[28-Jun-2025 19:47:48 UTC] PHP Warning:  Trying to access array offset on value of type null in /wordpress/wp-content/plugins/extended-related-posts/lib/inc/class/class-extrp-sanitize.php on line 380
[28-Jun-2025 19:47:48 UTC] PHP Warning:  Trying to access array offset on value of type bool in /wordpress/wp-content/plugins/extended-related-posts/lib/inc/class/class-extrp-sanitize.php on line 380
[28-Jun-2025 19:47:48 UTC] PHP Warning:  Trying to access array offset on value of type null in /wordpress/wp-content/plugins/extended-related-posts/lib/inc/class/class-extrp-sanitize.php on line 380
[28-Jun-2025 19:47:48 UTC] PHP Warning:  Trying to access array offset on value of type bool in /wordpress/wp-content/plugins/extended-related-posts/lib/inc/class/class-extrp-sanitize.php on line 380
[28-Jun-2025 19:47:48 UTC] PHP Warning:  Trying to access array offset on value of type null in /wordpress/wp-content/plugins/extended-related-posts/lib/inc/class/class-extrp-sanitize.php on line 380
[28-Jun-2025 19:47:48 UTC] PHP Warning:  Trying to access array offset on value of type bool in /wordpress/wp-content/plugins/extended-related-posts/lib/inc/class/class-extrp-sanitize.php on line 380
[28-Jun-2025 19:47:48 UTC] PHP Warning:  Trying to access array offset on value of type null in /wordpress/wp-content/plugins/extended-related-posts/lib/inc/class/class-extrp-sanitize.php on line 380
[28-Jun-2025 19:47:48 UTC] PHP Warning:  Trying to access array offset on value of type bool in /wordpress/wp-content/plugins/extended-related-posts/lib/inc/class/class-extrp-sanitize.php on line 380
[28-Jun-2025 19:47:48 UTC] PHP Warning:  Trying to access array offset on value of type null in /wordpress/wp-content/plugins/extended-related-posts/lib/inc/class/class-extrp-sanitize.php on line 380
[28-Jun-2025 19:47:48 UTC] PHP Warning:  Trying to access array offset on value of type bool in /wordpress/wp-content/plugins/extended-related-posts/lib/inc/class/class-extrp-sanitize.php on line 380
[28-Jun-2025 19:47:48 UTC] PHP Warning:  Trying to access array offset on value of type null in /wordpress/wp-content/plugins/extended-related-posts/lib/inc/class/class-extrp-sanitize.php on line 380
[28-Jun-2025 19:47:48 UTC] PHP Warning:  Trying to access array offset on value of type bool in /wordpress/wp-content/plugins/extended-related-posts/lib/inc/class/class-extrp-sanitize.php on line 380
[28-Jun-2025 19:47:48 UTC] PHP Warning:  Trying to access array offset on value of type null in /wordpress/wp-content/plugins/extended-related-posts/lib/inc/class/class-extrp-sanitize.php on line 380
[28-Jun-2025 19:47:48 UTC] PHP Warning:  Trying to access array offset on value of type bool in /wordpress/wp-content/plugins/extended-related-posts/lib/inc/class/class-extrp-sanitize.php on line 380
[28-Jun-2025 19:47:48 UTC] PHP Warning:  Trying to access array offset on value of type null in /wordpress/wp-content/plugins/extended-related-posts/lib/inc/class/class-extrp-sanitize.php on line 380
[28-Jun-2025 19:47:48 UTC] PHP Warning:  Trying to access array offset on value of type bool in /wordpress/wp-content/plugins/extended-related-posts/lib/inc/class/class-extrp-sanitize.php on line 380
[28-Jun-2025 19:47:48 UTC] PHP Warning:  Trying to access array offset on value of type null in /wordpress/wp-content/plugins/extended-related-posts/lib/inc/class/class-extrp-sanitize.php on line 380
[28-Jun-2025 19:47:48 UTC] PHP Warning:  Trying to access array offset on value of type bool in /wordpress/wp-content/plugins/extended-related-posts/lib/inc/class/class-extrp-sanitize.php on line 380
[28-Jun-2025 19:47:48 UTC] PHP Warning:  Trying to access array offset on value of type null in /wordpress/wp-content/plugins/extended-related-posts/lib/inc/class/class-extrp-sanitize.php on line 380
[28-Jun-2025 19:47:48 UTC] PHP Warning:  Trying to access array offset on value of type bool in /wordpress/wp-content/plugins/extended-related-posts/lib/inc/class/class-extrp-sanitize.php on line 380
[28-Jun-2025 19:47:48 UTC] PHP Warning:  Trying to access array offset on value of type null in /wordpress/wp-content/plugins/extended-related-posts/lib/inc/class/class-extrp-sanitize.php on line 380
[28-Jun-2025 19:47:48 UTC] PHP Warning:  Trying to access array offset on value of type bool in /wordpress/wp-content/plugins/extended-related-posts/lib/inc/class/class-extrp-sanitize.php on line 380
[28-Jun-2025 19:47:48 UTC] PHP Warning:  Trying to access array offset on value of type null in /wordpress/wp-content/plugins/extended-related-posts/lib/inc/class/class-extrp-sanitize.php on line 380
[28-Jun-2025 19:47:48 UTC] PHP Warning:  Trying to access array offset on value of type bool in /wordpress/wp-content/plugins/extended-related-posts/lib/inc/class/class-extrp-sanitize.php on line 380
[28-Jun-2025 19:47:48 UTC] PHP Warning:  Trying to access array offset on value of type null in /wordpress/wp-content/plugins/extended-related-posts/lib/inc/class/class-extrp-sanitize.php on line 380
[28-Jun-2025 19:47:48 UTC] PHP Warning:  Trying to access array offset on value of type bool in /wordpress/wp-content/plugins/extended-related-posts/lib/inc/class/class-extrp-sanitize.php on line 380
[28-Jun-2025 19:47:48 UTC] PHP Warning:  Trying to access array offset on value of type null in /wordpress/wp-content/plugins/extended-related-posts/lib/inc/class/class-extrp-sanitize.php on line 380
[28-Jun-2025 19:47:48 UTC] PHP Warning:  Trying to access array offset on value of type bool in /wordpress/wp-content/plugins/extended-related-posts/lib/inc/class/class-extrp-sanitize.php on line 380
[28-Jun-2025 19:47:48 UTC] PHP Warning:  Trying to access array offset on value of type null in /wordpress/wp-content/plugins/extended-related-posts/lib/inc/class/class-extrp-sanitize.php on line 380
[28-Jun-2025 19:47:48 UTC] PHP Warning:  Trying to access array offset on value of type bool in /wordpress/wp-content/plugins/extended-related-posts/lib/inc/class/class-extrp-sanitize.php on line 380
